OrderID,OrderDate,CustomerID,EmployeeID,ShipperID,ProductID,Sales,Costs,Profit,Quantity,Discount,Freight
10890,7/12/19,CST18,EMP6,1,41,127.68,112.61,15.07,14,0,57.94
10254,4/7/18,CST19,EMP2,2,24,77.97,56.14,21.83,15,10.17,49.18
10254,4/7/18,CST19,EMP2,2,55,984.35,708.73,275.62,21,128.39,49.18
10254,4/7/18,CST19,EMP2,2,74,617.4,511.21,106.19,21,0,49.18
10256,10/10/18,CST19,EMP3,2,53,907.95,751.78,156.17,15,0,22.56
10256,10/10/18,CST19,EMP3,2,77,162,134.14,27.86,12,0,22.56
10294,7/26/19,CST19,EMP2,2,1,389.88,336.86,53.02,18,0,35.17
10294,7/26/19,CST19,EMP2,2,17,369.3,319.08,50.22,15,0,35.17
10294,7/26/19,CST19,EMP2,2,43,193.5,167.18,26.32,15,0,35.17
10294,7/26/19,CST19,EMP2,2,60,95.76,87.57,8.19,21,0,35.17
10294,7/26/19,CST19,EMP2,2,75,49.32,42.61,6.71,6,0,35.17
10324,8/3/18,CST19,EMP2,2,16,211.8,159.12,52.67,21,27.63,42.61
10324,8/3/18,CST19,EMP2,2,35,452.41,339.9,112.51,70,59.01,42.61
10324,8/3/18,CST19,EMP2,2,46,364.5,314.93,49.57,30,0,42.61
10324,8/3/18,CST19,EMP2,2,59,382.26,287.19,95.07,40,49.86,42.61
10324,8/3/18,CST19,EMP2,2,63,1894.28,1423.18,471.1,80,247.08,42.61
10327,3/7/21,CST19,EMP3,2,2,576.6,415.15,161.45,25,96.1,65.53
10327,3/7/21,CST19,EMP3,2,11,1746,1257.12,488.88,50,291,65.53
10327,3/7/21,CST19,EMP3,2,30,1008.84,726.36,282.48,35,168.14,65.53
10327,3/7/21,CST19,EMP3,2,58,1582.92,1139.7,443.22,30,263.82,65.53
10364,2/22/21,CST19,EMP2,2,69,61.5,53.14,8.36,30,0,33.65
10364,2/22/21,CST19,EMP2,2,71,148.65,128.43,20.22,5,0,33.65
10382,3/19/21,CST19,EMP3,2,5,179.84,148.91,30.93,32,0,72.13
10382,3/19/21,CST19,EMP3,2,18,241.02,199.56,41.46,9,0,72.13
10382,3/19/21,CST19,EMP3,2,29,1811.32,1499.77,311.55,14,0,72.13
10382,3/19/21,CST19,EMP3,2,33,1649.4,1365.7,283.7,60,0,72.13
10382,3/19/21,CST19,EMP3,2,74,1360.5,1126.49,234.01,50,0,72.13
10389,4/16/18,CST19,EMP9,2,10,101.28,83.86,17.42,16,0,59.24
10389,4/16/18,CST19,EMP9,2,55,562.35,465.63,96.72,15,0,59.24
10389,4/16/18,CST19,EMP9,2,62,633.6,524.62,108.98,20,0,59.24
10389,4/16/18,CST19,EMP9,2,70,838.8,694.53,144.27,30,0,59.24
10400,8/28/21,CST19,EMP9,2,29,2554.65,2115.25,439.4,21,0,49.41
10400,8/28/21,CST19,EMP9,2,35,203,168.08,34.92,35,0,49.41
10400,8/28/21,CST19,EMP9,2,49,646.5,563.2,83.3,30,0,49.41
10460,7/24/21,CST19,EMP2,2,68,310.54,205.7,104.84,21,62.11,69.81
10460,7/24/21,CST19,EMP2,2,75,39.6,26.23,13.37,4,7.92,69.81
10465,9/1/21,CST19,EMP3,2,24,110.25,91.29,18.96,25,0,64.55
10465,9/1/21,CST19,EMP3,2,29,2646.86,2087.2,559.66,18,240.62,64.55
10465,9/1/21,CST19,EMP3,2,40,387,320.44,66.56,20,0,64.55
10465,9/1/21,CST19,EMP3,2,45,339.57,255.6,83.97,30,30.87,64.55
10465,9/1/21,CST19,EMP3,2,50,378.25,313.19,65.06,25,0,64.55
10475,3/10/18,CST19,EMP3,2,31,374.73,269.8,104.92,35,48.88,34.69
10475,3/10/18,CST19,EMP3,2,66,1189.56,924.38,265.18,60,155.16,34.69
10475,3/10/18,CST19,EMP3,2,76,20042.09,14430.3,5611.78,42,2614.19,34.69
10523,8/26/18,CST19,EMP3,2,17,672.38,506.12,166.26,25,61.13,64.15
10523,8/26/18,CST19,EMP3,2,20,1385.01,1042.53,342.48,15,125.91,64.15
10523,8/26/18,CST19,EMP3,2,37,79.79,60.83,18.96,18,7.25,64.15
10523,8/26/18,CST19,EMP3,2,41,68.64,51.67,16.97,6,6.24,64.15
10532,11/5/19,CST19,EMP9,2,30,369.9,299.62,70.28,15,0,78.04
10532,11/5/19,CST19,EMP9,2,66,449.28,363.92,85.36,24,0,78.04
10553,7/26/21,CST19,EMP9,2,11,454.35,368.02,86.33,15,0,74.82
10553,7/26/21,CST19,EMP9,2,16,127.82,103.53,24.29,14,0,74.82
10553,7/26/21,CST19,EMP9,2,22,78.72,63.76,14.96,24,0,74.82
10553,7/26/21,CST19,EMP9,2,31,248.1,200.96,47.14,30,0,74.82
10553,7/26/21,CST19,EMP9,2,35,37.5,30.38,7.13,6,0,74.82
10563,2/6/18,CST19,EMP9,2,36,202,163.62,38.38,25,0,30.63
10563,2/6/18,CST19,EMP9,2,52,5688.9,4608.01,1080.89,70,0,30.63
10612,6/23/18,CST19,EMP3,2,10,497,402.57,94.43,70,0,66.44
10612,6/23/18,CST19,EMP3,2,36,400.95,324.77,76.18,55,0,66.44
10612,6/23/18,CST19,EMP3,2,49,324,262.44,61.56,18,0,66.44
10612,6/23/18,CST19,EMP3,2,60,182.8,148.07,34.73,40,0,66.44
10612,6/23/18,CST19,EMP3,2,76,32075.2,25980.91,6094.29,80,0,66.44
10614,10/24/18,CST19,EMP3,2,11,365.54,296.09,69.45,14,0,60.78
10614,10/24/18,CST19,EMP3,2,21,87.36,70.76,16.6,8,0,60.78
10614,10/24/18,CST19,EMP3,2,39,298.05,241.42,56.63,5,0,60.78
10624,3/2/19,CST19,EMP3,2,28,448.6,363.37,85.23,10,0,61.04
10624,3/2/19,CST19,EMP3,2,29,725.7,587.82,137.88,6,0,61.04
10624,3/2/19,CST19,EMP3,2,44,825.4,668.57,156.83,10,0,61.04
10660,12/3/18,CST19,EMP9,2,20,1817.55,1472.22,345.33,21,0,29.65
10673,8/13/18,CST19,EMP9,2,16,29.01,23.5,5.51,3,0,46.29
10673,8/13/18,CST19,EMP9,2,42,81.18,65.76,15.42,6,0,46.29
10673,8/13/18,CST19,EMP9,2,43,74.34,63.98,10.36,6,0,46.29
10713,1/17/19,CST19,EMP9,2,10,116.28,94.19,22.09,18,0,74.75
10713,1/17/19,CST19,EMP9,2,26,941.7,762.78,178.92,30,0,74.75
10713,1/17/19,CST19,EMP9,2,45,1129.7,989.46,140.24,110,0,74.75
10713,1/17/19,CST19,EMP9,2,46,273.84,221.81,52.03,24,0,74.75
10726,1/29/19,CST19,EMP3,2,4,565.5,458.06,107.44,25,0,63.55
10726,1/29/19,CST19,EMP3,2,11,146.95,119.03,27.92,5,0,63.55
10737,2/6/19,CST19,EMP3,2,13,102.24,83.84,18.4,4,0,63.14
10737,2/6/19,CST19,EMP3,2,41,121.44,98.37,23.07,12,0,63.14
10739,2/7/19,CST19,EMP9,2,36,44.76,36.26,8.5,6,0,65.96
10739,2/7/19,CST19,EMP9,2,52,1431.72,1159.69,272.03,18,0,65.96
10761,2/27/19,CST19,EMP9,2,25,622.56,403.42,219.14,35,124.51,74.71
10761,2/27/19,CST19,EMP9,2,75,136.98,110.95,26.03,18,0,74.71
10769,3/3/19,CST19,EMP3,2,41,283.19,218.46,64.73,30,13.48,44.92
10769,3/3/19,CST19,EMP3,2,52,1284.41,990.83,293.58,15,61.16,44.92
10769,3/3/19,CST19,EMP3,2,61,542.2,439.18,103.02,20,0,44.92
10769,3/3/19,CST19,EMP3,2,62,462.45,374.58,87.87,15,0,44.92
10794,2/19/19,CST19,EMP3,2,14,432,291.6,140.4,15,72,64.91
10794,2/19/19,CST19,EMP3,2,54,239.4,161.6,77.81,6,39.9,64.91
10804,4/25/19,CST19,EMP3,2,10,255.6,207.04,48.56,36,0,25.71
10804,4/25/19,CST19,EMP3,2,28,1090.32,883.16,207.16,24,0,25.71
10804,4/25/19,CST19,EMP3,2,49,86.71,61.07,25.64,4,11.31,25.71
10808,3/28/20,CST19,EMP3,2,56,894.24,629.86,264.38,20,116.64,25.87
10808,3/28/20,CST19,EMP3,2,76,21077.2,14845.68,6231.52,50,2749.2,25.87
10884,10/8/19,CST19,EMP9,2,21,415.8,349.27,66.53,40,19.8,43.67
10884,10/8/19,CST19,EMP9,2,56,908.02,762.74,145.28,21,43.24,43.67
10884,10/8/19,CST19,EMP9,2,65,115.04,96.63,18.41,12,5.48,43.67
10895,7/14/19,CST19,EMP9,2,24,504.9,445.32,59.58,110,0,37.91
10895,7/14/19,CST19,EMP9,2,39,2893.5,2552.07,341.43,45,0,37.91
10895,7/14/19,CST19,EMP9,2,40,1752.66,1545.85,206.81,91,0,37.91
10895,7/14/19,CST19,EMP9,2,60,502,442.76,59.24,100,0,37.91
10933,6/2/19,CST19,EMP3,2,53,110.38,97.36,13.02,2,0,32.82
10933,6/2/19,CST19,EMP3,2,61,764.7,674.47,90.23,30,0,32.82
10955,6/13/19,CST19,EMP9,2,75,113.18,83.19,29.99,12,18.86,59.3
10980,1/23/20,CST19,EMP3,2,75,384.48,282.59,101.89,40,64.08,26.34
10983,1/23/20,CST19,EMP9,2,13,2186.06,1676.61,509.45,84,285.14,53.64
10983,1/23/20,CST19,EMP9,2,57,293.4,258.78,34.62,15,0,53.64
10987,9/27/19,CST19,EMP3,2,7,2467.2,2176.07,291.13,60,0,46.81
10987,9/27/19,CST19,EMP3,2,43,78.42,69.17,9.25,6,0,46.81
10987,9/27/19,CST19,EMP3,2,72,249.4,219.97,29.43,20,0,46.81
11015,7/6/19,CST19,EMP9,2,30,425.4,375.2,50.2,15,0,42.24
11015,7/6/19,CST19,EMP9,2,77,212.4,187.34,25.06,18,0,42.24
11024,7/11/19,CST19,EMP3,2,26,401.28,353.93,47.35,12,0,27.01
11024,7/11/19,CST19,EMP3,2,33,707.4,623.93,83.47,30,0,27.01
11024,7/11/19,CST19,EMP3,2,65,196.98,173.74,23.24,21,0,27.01
11024,7/11/19,CST19,EMP3,2,71,1430,1261.26,168.74,50,0,27.01
11043,7/18/19,CST19,EMP9,2,11,282.8,249.43,33.37,10,0,39.19
11047,3/20/20,CST19,EMP3,2,1,603.44,425.79,177.65,25,120.69,21.76
11047,3/20/20,CST19,EMP3,2,5,223.5,157.7,65.8,30,44.7,21.76
11056,4/23/19,CST19,EMP3,2,7,1686,1487.05,198.95,40,0,74.83
11056,4/23/19,CST19,EMP3,2,55,1367.45,1206.09,161.36,35,0,74.83
11056,4/23/19,CST19,EMP3,2,60,269,247.47,21.53,50,0,74.83
11059,8/25/19,CST19,EMP9,2,13,812.4,716.54,95.86,30,0,75.66
11059,8/25/19,CST19,EMP9,2,17,321.6,283.65,37.95,12,0,75.66
11059,8/25/19,CST19,EMP9,2,60,181.65,160.22,21.43,35,0,75.66
10402,7/29/21,CST20,EMP4,1,23,544.2,450.6,93.6,60,0,46.63
10402,7/29/21,CST20,EMP4,1,63,1231.1,1019.35,211.75,65,0,46.63
10403,12/29/21,CST20,EMP4,1,16,245.12,176.49,68.63,21,31.97,26.43
10403,12/29/21,CST20,EMP4,1,48,2562.32,1844.87,717.45,70,334.21,26.43
10571,9/12/18,CST20,EMP4,1,14,278.17,195.93,82.24,11,36.28,70.13
10571,9/12/18,CST20,EMP4,1,42,435.99,307.09,128.9,28,56.87,70.13
10667,12/7/18,CST20,EMP5,1,69,116.64,78.73,37.91,45,19.44,37.26
10667,12/7/18,CST20,EMP5,1,71,522.65,352.79,169.86,14,87.11,37.26
10771,3/5/19,CST20,EMP5,1,71,486.88,394.37,92.51,16,0,69.82
10854,4/22/19,CST20,EMP5,1,10,724.5,555.66,168.84,100,94.5,70.27
10854,4/22/19,CST20,EMP5,1,13,2046.66,1569.7,476.96,65,266.95,70.27
10347,2/2/21,CST21,EMP2,2,25,132.1,114.13,17.97,10,0,28.29
10347,2/2/21,CST21,EMP2,2,39,3376.4,2536.7,839.7,50,440.4,28.29
10347,2/2/21,CST21,EMP2,2,40,68,58.75,9.25,4,0,28.29
10347,2/2/21,CST21,EMP2,2,75,53.48,40.18,13.3,6,6.97,28.29
10386,6/29/19,CST21,EMP2,2,24,61.65,51.05,10.6,15,0,67.33
10386,6/29/19,CST21,EMP2,2,34,84.8,70.21,14.59,10,0,67.33
10414,4/10/21,CST21,EMP3,2,19,166.32,131.16,35.16,18,7.92,73.13
10414,4/10/21,CST21,EMP3,2,33,1290.5,1107.48,183.02,50,0,73.13
10512,3/16/19,CST21,EMP2,2,24,52.9,38.09,14.81,10,6.9,24.02
10512,3/16/19,CST21,EMP2,2,46,129.89,93.52,36.37,9,16.94,24.02
10512,3/16/19,CST21,EMP2,2,47,183.88,132.4,51.49,6,23.98,24.02
10512,3/16/19,CST21,EMP2,2,60,72.45,52.16,20.29,12,9.45,24.02
10581,9/21/18,CST21,EMP3,2,75,467.4,315.5,151.91,50,77.9,45.26
10650,12/24/18,CST21,EMP3,2,30,825.3,668.49,156.81,30,0,67.71
10650,12/24/18,CST21,EMP3,2,53,1635.38,1261.58,373.8,25,77.88,67.71
10650,12/24/18,CST21,EMP3,2,54,1060.5,859.01,201.5,30,0,67.71
10725,1/26/19,CST21,EMP3,2,41,123.36,99.92,23.44,12,0,73.38
10725,1/26/19,CST21,EMP3,2,52,290.84,235.58,55.26,4,0,73.38
10725,1/26/19,CST21,EMP3,2,55,249.6,202.18,47.42,6,0,73.38
11078,4/24/19,CST22,EMP4,1,2,198.45,166.7,31.75,10,9.45,50
11078,4/24/19,CST22,EMP4,1,3,511.88,429.98,81.9,25,24.38,50
11082,6/25/19,CST22,EMP4,1,3,732.15,603.51,128.64,35,47.9,23.89
10316,12/23/21,CST23,EMP6,1,41,89.6,77.41,12.19,10,0,38.95
10316,12/23/21,CST23,EMP6,1,62,2053.1,1773.88,279.22,70,0,38.95
10375,3/2/21,CST23,EMP6,1,14,323.85,279.81,44.04,15,0,70.91
10375,3/2/21,CST23,EMP6,1,54,329.5,284.69,44.81,10,0,70.91
10408,3/4/18,CST23,EMP6,1,37,39.2,32.46,6.74,10,0,71.84
10408,3/4/18,CST23,EMP6,1,54,204.54,169.36,35.18,6,0,71.84
10408,3/4/18,CST23,EMP6,1,62,1088.85,901.57,187.28,35,0,71.84
10432,4/27/21,CST23,EMP6,1,26,300.4,248.73,51.67,10,0,64.82
10432,4/27/21,CST23,EMP6,1,54,1364.8,1130.05,234.75,40,0,64.82
10434,1/30/18,CST23,EMP6,1,11,156.78,129.81,26.97,6,0,79.13
10434,1/30/18,CST23,EMP6,1,76,8931.84,6430.93,2500.92,18,1165.02,79.13
10454,7/17/21,CST23,EMP6,1,16,213.12,147.05,66.07,20,35.52,76.76
10454,7/17/21,CST23,EMP6,1,33,668.88,461.53,207.35,20,111.48,76.76
10454,7/17/21,CST23,EMP6,1,46,143.64,99.11,44.53,10,23.94,76.76
10472,6/8/21,CST23,EMP6,1,24,351.96,281.69,70.27,80,16.76,61
10472,6/8/21,CST23,EMP6,1,51,1632.42,1351.64,280.78,18,0,61
10480,6/16/21,CST23,EMP6,1,47,780.3,646.09,134.21,30,0,26.41
10480,6/16/21,CST23,EMP6,1,59,97.68,80.88,16.8,12,0,26.41
10482,6/17/21,CST23,EMP6,1,40,175.9,152.05,23.85,10,0,44.07
10555,8/29/21,CST23,EMP6,1,14,772.56,521.48,251.08,30,128.76,50.88
10555,8/29/21,CST23,EMP6,1,19,357,240.97,116.03,35,59.5,50.88
10555,8/29/21,CST23,EMP6,1,24,88.56,59.78,28.78,18,14.76,50.88
10555,8/29/21,CST23,EMP6,1,51,2441.04,1647.7,793.34,20,406.84,50.88
10555,8/29/21,CST23,EMP6,1,56,1915.2,1292.76,622.44,40,319.2,50.88
10558,12/31/21,CST23,EMP6,1,47,619,501.39,117.61,25,0,77.38
10558,12/31/21,CST23,EMP6,1,51,1828.6,1588.94,239.66,20,0,77.38
10558,12/31/21,CST23,EMP6,1,52,2554.2,2068.9,485.3,30,0,77.38
10558,12/31/21,CST23,EMP6,1,53,1013.94,821.29,192.65,18,0,77.38
10558,12/31/21,CST23,EMP6,1,73,2.97,2.41,0.56,3,0,77.38
10604,2/13/19,CST23,EMP6,1,48,220.51,162.37,58.13,6,20.05,65.51
10604,2/13/19,CST23,EMP6,1,76,4068.24,2995.7,1072.54,10,369.84,65.51
10633,7/10/18,CST23,EMP6,1,12,403.24,284.02,119.22,36,52.6,40.81
10633,7/10/18,CST23,EMP6,1,13,361.19,254.4,106.79,13,47.11,40.81
10633,7/10/18,CST23,EMP6,1,26,1284.38,904.65,379.73,35,167.53,40.81
10633,7/10/18,CST23,EMP6,1,62,2668,1879.2,788.8,80,348,40.81
10634,11/10/18,CST23,EMP6,1,7,1290.45,1045.26,245.19,35,0,52.12
10634,11/10/18,CST23,EMP6,1,18,1381.5,1119.02,262.49,50,0,52.12
10634,11/10/18,CST23,EMP6,1,51,1514.85,1227.03,287.82,15,0,52.12
10634,11/10/18,CST23,EMP6,1,75,15.08,12.21,2.87,2,0,52.12
10655,11/29/18,CST23,EMP6,1,41,251.28,169.61,81.67,20,41.88,61.06
10663,3/5/19,CST23,EMP6,1,40,609.21,469.96,139.25,30,29.01,47.54
10663,3/5/19,CST23,EMP6,1,42,464.94,366.78,98.16,30,22.14,47.54
10663,3/5/19,CST23,EMP6,1,51,2033.43,1568.65,464.78,20,96.83,47.54
10700,8/5/18,CST23,EMP6,1,1,121.86,82.26,39.6,5,20.31,56.88
10700,8/5/18,CST23,EMP6,1,34,125.86,84.95,40.9,12,20.98,56.88
10700,8/5/18,CST23,EMP6,1,68,649.44,438.37,211.07,40,108.24,56.88
10700,8/5/18,CST23,EMP6,1,71,2067.84,1395.79,672.05,60,344.64,56.88
10763,7/28/18,CST23,EMP6,1,21,423.6,343.12,80.48,40,0,75.34
10763,7/28/18,CST23,EMP6,1,22,21.96,17.79,4.17,6,0,75.34
10763,7/28/18,CST23,EMP6,1,24,87.4,70.79,16.61,20,0,75.34
10789,9/17/18,CST23,EMP6,1,18,696,594.76,101.24,30,0,31.92
10789,9/17/18,CST23,EMP6,1,35,87.9,71.2,16.7,15,0,31.92
10789,9/17/18,CST23,EMP6,1,63,572.1,463.4,108.7,30,0,31.92
10789,9/17/18,CST23,EMP6,1,68,224.82,182.1,42.72,18,0,31.92
10805,6/26/19,CST23,EMP6,1,34,77,62.37,14.63,10,0,53.7
10805,6/26/19,CST23,EMP6,1,38,848.9,687.61,161.29,10,0,53.7
10966,6/16/19,CST23,EMP6,1,37,33.36,32.46,0.9,8,0,23.19
10966,6/16/19,CST23,EMP6,1,56,539.86,414.05,125.81,12,70.42,23.19
10966,6/16/19,CST23,EMP6,1,62,395.23,303.13,92.11,12,51.55,23.19
10975,1/21/20,CST23,EMP6,1,8,316.48,279.14,37.34,16,0,43.24
10975,1/21/20,CST23,EMP6,1,75,83.8,73.91,9.89,10,0,43.24
11030,7/13/19,CST23,EMP6,1,2,2427.5,1712.84,714.66,100,485.5,32.34
11030,7/13/19,CST23,EMP6,1,5,424.2,413.91,10.29,70,0,32.34
11030,7/13/19,CST23,EMP6,1,29,10074.75,7108.74,2966.01,60,2014.95,32.34
11030,7/13/19,CST23,EMP6,1,59,980,691.49,288.51,100,196,32.34
11038,7/17/19,CST23,EMP6,1,40,106.62,78.37,28.25,5,17.77,31.88
11038,7/17/19,CST23,EMP6,1,52,155.22,136.9,18.32,2,0,31.88
11038,7/17/19,CST23,EMP6,1,71,961.8,848.31,113.49,30,0,31.88
11046,9/19/19,CST23,EMP6,1,12,195.72,164.4,31.32,20,9.32,54.31
11046,9/19/19,CST23,EMP6,1,32,328.39,275.85,52.54,15,15.64,54.31
11046,9/19/19,CST23,EMP6,1,35,119.26,100.18,19.08,18,5.68,54.31
11050,1/23/20,CST23,EMP6,1,76,21109.55,16926.02,4183.53,50,1919.05,74.8
10378,3/5/19,CST24,EMP7,2,71,169.14,148.16,20.98,6,0,56.37
10533,11/8/21,CST24,EMP7,2,4,1061.03,818.51,242.52,50,50.52,39.08
10533,11/8/21,CST24,EMP7,2,72,264.72,214.42,50.3,24,0,39.08
10533,11/8/21,CST24,EMP7,2,73,25.7,19.83,5.88,24,1.22,39.08
10703,1/9/19,CST24,EMP8,2,2,92.8,75.17,17.63,5,0,52.83
10703,1/9/19,CST24,EMP8,2,59,310.8,251.75,59.05,35,0,52.83
10703,1/9/19,CST24,EMP8,2,73,38.15,30.9,7.25,35,0,52.83
10774,8/6/18,CST24,EMP8,2,31,19.7,12.77,6.93,2,3.94,36.46
10774,8/6/18,CST24,EMP8,2,66,923,747.63,175.37,50,0,36.46
10880,5/5/19,CST24,EMP7,2,23,299.16,219.88,79.28,30,49.86,74.98
10880,5/5/19,CST24,EMP7,2,61,973.08,715.21,257.87,30,162.18,74.98
10880,5/5/19,CST24,EMP7,2,70,1750.2,1286.4,463.8,50,291.7,74.98
10902,5/18/19,CST24,EMP7,2,55,1464.18,1122.96,341.22,30,190.98,67.01
10902,5/18/19,CST24,EMP7,2,62,193.2,148.18,45.02,6,25.2,67.01
11001,3/2/20,CST24,EMP8,2,7,2568.6,2265.51,303.09,60,0,33.18
11001,3/2/20,CST24,EMP8,2,22,95.5,84.23,11.27,25,0,33.18
11001,3/2/20,CST24,EMP8,2,46,328.5,289.74,38.76,25,0,33.18
11001,3/2/20,CST24,EMP8,2,55,217.5,191.84,25.66,6,0,33.18
10267,4/24/19,CST25,EMP8,2,40,935.5,808.27,127.23,50,0,49.7
10267,4/24/19,CST25,EMP8,2,59,697.13,523.76,173.37,70,90.93,49.7
10267,4/24/19,CST25,EMP8,2,76,6356.8,4775.89,1580.91,15,829.15,49.7
10337,7/20/15,CST25,EMP8,2,23,360,311.04,48.96,40,0,76.43
10337,7/20/15,CST25,EMP8,2,26,805.2,725.27,79.93,24,0,76.43
10337,7/20/15,CST25,EMP8,2,36,159.8,138.07,21.73,20,0,76.43
10337,7/20/15,CST25,EMP8,2,37,109.2,94.35,14.85,28,0,76.43
10337,7/20/15,CST25,EMP8,2,72,300.75,259.85,40.9,25,0,76.43
10342,1/26/20,CST25,EMP7,2,2,566.21,407.67,158.54,24,94.37,77.29
10342,1/26/20,CST25,EMP7,2,31,585.98,421.91,164.08,56,97.66,77.29
10342,1/26/20,CST25,EMP7,2,36,362.88,261.27,101.61,40,60.48,77.29
10342,1/26/20,CST25,EMP7,2,55,1800.96,1296.69,504.27,40,300.16,77.29
10396,10/23/19,CST25,EMP7,2,23,344,284.83,59.17,40,0,52.14
10396,10/23/19,CST25,EMP7,2,71,1780.2,1474.01,306.19,60,0,52.14
10396,10/23/19,CST25,EMP7,2,72,230.16,190.57,39.59,21,0,52.14
10488,6/23/21,CST25,EMP8,2,59,264,218.59,45.41,30,0,41.02
10488,6/23/21,CST25,EMP8,2,73,29.04,20.04,9,20,4.84,41.02
10560,1/2/18,CST25,EMP8,2,30,512.4,415.04,97.36,20,0,67.88
10560,1/2/18,CST25,EMP8,2,62,585,379.08,205.92,15,117,67.88
10623,10/2/18,CST25,EMP7,2,14,508.41,449.92,58.49,21,0,25.5
10623,10/2/18,CST25,EMP7,2,19,154.28,113.6,40.67,15,14.03,25.5
10623,10/2/18,CST25,EMP7,2,21,276.38,203.51,72.86,25,25.13,25.5
10623,10/2/18,CST25,EMP7,2,24,13.11,10.62,2.49,3,0,25.5
10623,10/2/18,CST25,EMP7,2,35,202.29,148.96,53.33,30,18.39,25.5
10653,8/28/18,CST25,EMP7,2,16,329.01,242.27,86.74,30,29.91,58.95
10653,8/28/18,CST25,EMP7,2,60,108.9,80.19,28.71,20,9.9,58.95
10670,12/11/18,CST25,EMP7,2,23,274.88,222.65,52.23,32,0,26.27
10670,12/11/18,CST25,EMP7,2,46,745.8,667.45,78.35,60,0,26.27
10670,12/11/18,CST25,EMP7,2,67,1468.25,1189.28,278.97,25,0,26.27
10670,12/11/18,CST25,EMP7,2,73,56.5,45.77,10.73,50,0,26.27
10670,12/11/18,CST25,EMP7,2,75,184.5,149.44,35.06,25,0,26.27
10675,8/14/18,CST25,EMP8,2,14,653.7,529.5,124.2,30,0,77.22
10675,8/14/18,CST25,EMP8,2,53,661.8,536.06,125.74,10,0,77.22
10675,8/14/18,CST25,EMP8,2,58,1337.7,1083.54,254.16,30,0,77.22
10717,2/19/19,CST25,EMP8,2,21,339.7,262.05,77.64,32,16.18,52.7
10717,2/19/19,CST25,EMP8,2,54,523.65,424.16,99.49,15,0,52.7
10717,2/19/19,CST25,EMP8,2,69,50.14,38.68,11.46,25,2.39,52.7
10791,3/18/19,CST25,EMP8,2,29,1692.56,1305.69,386.87,14,80.6,47.97
10791,3/18/19,CST25,EMP8,2,41,202.23,160.82,41.41,20,9.63,47.97
10859,5/24/19,CST25,EMP8,2,24,225.5,159.11,66.39,40,45.1,64.1
10859,5/24/19,CST25,EMP8,2,54,1568.88,1107,461.88,35,313.77,64.1
10859,5/24/19,CST25,EMP8,2,64,1312.5,926.1,386.4,30,262.5,64.1
10929,8/1/19,CST25,EMP8,2,21,556.2,490.57,65.63,60,0,26.25
10929,8/1/19,CST25,EMP8,2,75,373.87,329.75,44.12,49,0,26.25
10929,8/1/19,CST25,EMP8,2,77,198.15,174.77,23.38,15,0,26.25
11012,7/5/19,CST25,EMP7,2,19,473.02,432.38,40.64,50,22.52,41.48
11012,7/5/19,CST25,EMP7,2,60,172.75,145.11,27.64,36,8.23,41.48
11012,7/5/19,CST25,EMP7,2,71,1915.2,1715.51,199.69,60,91.2,41.48
10671,9/12/18,CST26,EMP7,2,16,101,81.81,19.19,10,0,23.05
10671,9/12/18,CST26,EMP7,2,62,273.5,221.54,51.97,10,0,23.05
10671,9/12/18,CST26,EMP7,2,65,121.92,98.76,23.16,12,0,23.05
10860,4/24/19,CST26,EMP7,2,51,325.41,287.01,38.4,3,0,51.61
10860,4/24/19,CST26,EMP7,2,76,7288.8,6428.72,860.08,20,0,51.61
10971,12/20/19,CST26,EMP8,2,29,1892.24,1668.96,223.28,14,0,22.41
10422,4/18/21,CST27,EMP6,1,26,56.66,46.91,9.75,2,0,65.54
10710,1/15/19,CST27,EMP6,1,19,42.25,34.22,8.03,5,0,21.49
10710,1/15/19,CST27,EMP6,1,47,131.55,106.56,24.99,5,0,21.49
10753,2/20/19,CST27,EMP6,1,45,35.88,29.06,6.82,4,0,52.47
10753,2/20/19,CST27,EMP6,1,74,163.8,132.68,31.12,5,0,52.47
10807,9/27/19,CST27,EMP6,1,40,20.11,17.41,2.7,1,0,47.88
11026,8/11/19,CST27,EMP6,1,18,214.88,189.52,25.36,8,0,73.39
11026,8/11/19,CST27,EMP6,1,51,929.8,820.08,109.72,10,0,73.39
11060,7/26/19,CST27,EMP6,1,60,19.84,17.5,2.34,4,0,73.95
11060,7/26/19,CST27,EMP6,1,77,131.1,115.63,15.47,10,0,73.95
10328,9/9/18,CST28,EMP5,1,59,75.51,65.24,10.27,9,0,20.61
10328,9/9/18,CST28,EMP5,1,65,414.4,358.04,56.36,40,0,20.61
10328,9/9/18,CST28,EMP5,1,68,121.3,104.8,16.5,10,0,20.61
10352,3/8/20,CST28,EMP5,1,24,47.3,40.87,6.43,10,0,57.21
10352,3/8/20,CST28,EMP5,1,54,871.7,654.91,216.79,20,113.7,57.21
10491,6/27/21,CST28,EMP4,1,44,1420.37,1022.66,397.7,15,185.26,49.27
10491,6/27/21,CST28,EMP4,1,77,114.31,82.3,32.01,7,14.91,49.27
10551,7/24/21,CST28,EMP4,1,16,391.46,275.72,115.74,40,51.06,46.26
10551,7/24/21,CST28,EMP4,1,35,130.18,91.69,38.49,20,16.98,46.26
10551,7/24/21,CST28,EMP4,1,44,2739.6,2219.08,520.52,40,0,46.26
10963,6/15/19,CST28,EMP5,1,60,10.99,8.43,2.56,2,1.43,73.12
